smiles,clearance_hepatocyte_az
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4ccccc4F)cc3)c2s1,14.0
Oc1nc2ccccc2n1C1CCN(Cc2ccc(-c3nc4ccccc4cc3-c3ccccc3)cc2)CC1,35.48
O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2c(=O)n(C(CO)CO)ccc12,19.0
CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,10.23
CC(CO)(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,4.92
NC(=O)c1cnc(-c2ccc(C3(N)CCC3)cc2)c(-c2ccccc2)c1,5.13
Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,6.0
COc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c2ccc(F)cn2)n[nH]1,27.54
NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,30.51
O=C(CCCc1ccc2cccnc2n1)NCc1cc(-c2ccc(F)c(C(F)(F)F)c2)no1,19.95
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N(C)C3CCCCC3)c(C)nn2-c2ccccc2)cc1,21.0
CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2ccccc2F)nc2nc(N)sc12,30.9
CCC[C@H](CO)Nc1nc(S[C@@H](C)c2cccc(C#N)c2)nc2[nH]c(=O)sc12,22.39
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)cnc12,23.22
CC(C)c1ccc(NC(=O)NCCCSC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1,109.65
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(F)cc3)nc21,6.17
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,7.33
CN1CCN(c2nc3ccccc3cc2Cn2nc(-c3ccc4nc(N)sc4c3)c3c(N)ncnc32)CC1,7.59
O=C1Nc2ccccc2B(O)N1c1ccccc1,7.94
NC1=Nc2ccccc2Sc2ccccc21,7.94
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,26.98
Nc1cc(C(=O)Nc2cccc(-c3nnn[nH]3)c2)cc(C(F)(F)F)c1,23.44
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,8.51
C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,21.88
CC1(CCCc2cc(=O)oc3[nH]c(=O)[nH]c(=O)c23)CC1,3.0
NC1(c2ccc(-c3ncc4cccn4c3-c3ccccc3)cc2)CCC1,3.0
Cc1nn(C)c2ccc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)[C@H](C)C3)cc12,3.0
Cc1c(CC(=O)O)c2cc(F)ccc2n1S(=O)(=O)c1ccc(S(C)(=O)=O)cc1,3.0
COc1ccc(C)c(Nc2ncc3ccn(-c4ccccn4)c3n2)c1,102.33
CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,109.65
C[C@@](C(=O)O[C@H]1C[N+]2(CCc3ccccc3F)CCC1CC2)(c1ccccc1)N1CCCCC1,130.0
COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,137.0
Oc1nc2c(O)ccc(CCNCCCOCCOCCc3ccccc3)c2s1,144.0
Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O,4.04
O=C(O)COc1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,3.0
Cc1cn([C@H]2CCCN([C@@H](CC(C)(C)C)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C2)c(=O)[nH]c1=O,3.0
C[C@@H](C(=O)NS(C)(=O)=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,3.0
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3ccccc3)c2s1,3.0
Cc1nnc(C)c2cc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)[C@H](C)C3)ccc12,3.0
O=C(O)[C@H](Cc1ccccc1F)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,3.0
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCOCCc3ccccc3)c2s1,113.0
O=C(Nc1nc2ccccc2n1CCN1CCOCC1)c1cccc([N+](=O)[O-])c1,150.0
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,69.18
CCN(CC)CCn1c2ccccc2c2cnc(N)c(C#N)c21,77.0
CCCN(CCNCCc1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,107.0
COc1cc(NC(=O)c2ccccn2)ccc1Cl,150.0
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,150.0
Cc1c(Sc2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O,5.0
O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2,6.0
Cc1nn(C)c2cc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)[C@H](C)C3)ccc12,7.41
O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,7.11
CC1(CCCc2cc(=O)oc3[nH]c(=O)[nH]c(=O)c23)CC1,42.66
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,25.12
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,25.7
COc1ccnc(CCc2nc3cc(Br)cnc3[nH]2)c1,29.0
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,30.2
O=C(Cc1ccc(Cl)c(C(F)(F)F)c1)Nc1cccc2c(=O)n(CCO)ccc12,32.0
Cc1ccccc1-n1c(Cn2cnc3c(N)ncnc32)nc2cccc(C)c2c1=O,10.96
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCNCCc3ccccc3Cl)c2s1,12.0
CNC(=O)Cc1ccc2c(=O)cc(-c3cccnc3)[nH]c2c1,3.0
O=CN(O)CCCP(=O)(O)O,3.0
C[C@H](Cc1cccc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c1)NC[C@H](O)c1ccc(O)c(CO)c1,21.9
CCC(NC(=O)Nc1cc(Cl)ccc1Cl)(C(F)(F)F)C(F)(F)F,22.91
OB1c2ccccc2N=C(S)N1c1cccnc1,3.0
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,17.38
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCN(CC(F)(F)F)CC2)cc1,3.0
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCOC2)cc1,3.0
O=C(O)[C@H](Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)cc3Cl)CC2)CC1,3.0
COc1ccc(N(C(C)=O)C(C(=O)NC2CCCC2)c2ccccc2F)c(OC)c1,150.0
CCCNC(=O)CSc1ccc(S(=O)(=O)N2CCCC2)cn1,54.95
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,38.9
O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CCNCC2)c1O)Nc1cccc(F)c1Cl,41.35
Cc1cn([C@H]2CCCN([C@H](CC(C)(C)C)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C2)c(=O)[nH]c1=O,48.98
N#Cc1ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)c4ccccc34)CC2)cc1Cl,3.0
Cc1ccc(NC(=O)c2cccc(N(C)S(C)(=O)=O)c2)cc1NC(=O)c1ccc2ncccc2c1,3.0
COc1ccccc1-c1csc(-n2ncc(C#N)c2N)n1,54.95
COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,6.76
C[C@@](C(=O)O[C@H]1C[N+]2(CCc3c[nH]c4ccccc34)CCC1CC2)(c1ccccc1)N1CCCCC1,53.0
CC/C(=C(/c1ccc(O)cc1)c1ccc(/C=C/C(=O)O)cc1)c1ccccc1,54.95
O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2c(=O)n(C[C@H]3CCCN3)ccc12,43.0
O=C(NCCc1ccccc1Cl)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,8.0
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,6.17
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,6.46
O=c1c2c3n(c(=O)cc2[nH]n1-c1ccccc1Cl)CCCN(Cc1ccccc1)C3,3.0
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,3.0
NC(=O)c1cnc(-c2ccc(C3(N)CCC3)cc2)c(-c2ccccc2)c1,3.0
CS(=O)(=O)N1CCc2c(-c3cnc(N)nc3)nc(N3CCOCC3)nc21,3.0
O=C(O)C[C@H]1CC[C@H](c2ccc(-c3ccc(Nc4ccc(C(F)(F)F)nc4)cn3)cc2)CC1,3.0
CCC(CC)NC(=O)c1c(C)nn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,3.0
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,3.0
CCCNC(=O)CSc1ccc(S(=O)(=O)N2CCCC2)cn1,3.0
NC(=O)COc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,3.0
Cc1cccc2c(O)nc(-c3ccc(C(F)(F)F)cc3)nc12,45.71
CN(c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1)c1cccc2[nH]ncc12,51.29
COc1ccccc1SC[C@@H](C)CN[C@@H]1COc2ccccc2SC1,51.29
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,5.01
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cc(F)cc(F)c2)CC1,5.79
Cc1ccc(N2CC(COc3ccc(-c4noc(C)n4)cc3)C2)nn1,26.41
C[C@H](CO)Nc1nc(SCc2ccco2)nc2[nH]c(=O)sc12,27.3
COc1ccccc1CCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,29.0
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CN4CCC(c5ccccc5)CC4)c3)c2s1,29.0
COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c(OC)c1,35.48
N=c1c(S(=O)(=O)c2ccc(Cl)cc2)cc2c(=O)n3ccccc3nc2n1C1CCCC1,35.48
c1ccc(Nc2nc3c(s2)CCCc2n[nH]cc2-3)nc1,36.31
CCC(CC)NC(=O)c1cnn(Cc2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,12.0
O=C(NCC1(O)CCCCCC1)c1cc(-c2ccccc2C(=O)O)ccc1Cl,12.5
CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,8.71
O=C1COC2(CCN(S(=O)(=O)c3ccc(-c4ccc5cccnc5c4)cc3)CC2)CN1C1CC1,9.12
Cc1noc2cc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)[C@H](C)C3)ccc12,9.33
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-],9.55
O=C(O)c1cc2ccccc2[nH]1,10.96
Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3)c(C)nn2-c2ccccc2)cc1,12.0
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,12.02
COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,12.3
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](OP(=O)(O)O)C1CC1,12.3
COc1ccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)cc1,13.0
COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1,28.0
CCCCC[C@H](c1ccc(C(=O)O)c(Oc2cccc(Br)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,30.2
CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O,18.62
C=CC(=O)Nc1ccc(C)cc1,21.38
O=C1NC(=O)C(=CC=Cc2ccccc2)S1,10.47
C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1cccc(Cl)c1,12.0
COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)[C@H]2COCCN2)c1,28.0
O=C(C1CCN(c2nnc(-n3cccc3)s2)CC1)N1CCc2ccccc2C1,46.77
Cc1ccc2c(NC[C@](O)(CC(C)(C)c3cc(F)cc4c3OCC4)C(F)(F)F)cccc2n1,50.12
CCC1(CCC(C)C)C(=O)N=C(O)NC1=O,11.75
C=CCc1ccccc1OCC(O)CNC(C)C,13.18
O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,14.5
CCN(CC)CCN1C(=O)C(O)(c2ccccc2Cl)c2c1cc(C(N)=O)cc2C(F)(F)F,15.14
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,17.38
Cc1ccc(S(=O)(=O)Nc2c(C(=O)NCC(C)(C)C)c(C)nn2-c2ccccc2)cc1,18.0
COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)C[C@@H]2c2ccc(OC)cc2)cc1,19.05
C[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12,19.45
Cc1cc(Oc2cc(S(=O)(=O)N3CCC[C@H](n4cc(C)c(=O)[nH]c4=O)C3)ccc2O)ccc1Cl,20.42
O=C(O)Cc1ccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,9.0
CCN(C(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(-c2cnco2)cc1)C1CCCCC1,9.5
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](O)C1CC1,9.77
COC[C@H](O)Cn1c(=O)cnn(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)c1=O,3.0
COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,10.47
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,10.72
CC(=O)Nc1ccc(O)cc1,10.8
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,3.0
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,3.0
CC(C)S(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,20.89
Cc1nn(-c2ccccc2)c(NC(=O)NS(=O)(=O)c2ccc(Cl)cc2)c1C#N,21.47
COc1nc(Br)cnc1NS(=O)(=O)c1ccc(Cl)s1,3.0
N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,3.0
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCN(C)CC2)cc1,3.0
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,4.79
COc1ccc2nc(C)cc(-n3cc(CN4CCN(C(C)=O)CC4)nn3)c2c1,5.13
Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)sc1Cl,7.08
O=C(O)C1CSC(c2ccccc2Cl)N1C(=O)c1ccc(Cl)cc1,15.49
Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,15.85
C[C@H]1CN(Cc2cc(Cl)ccc2OC(C)(C)C(=O)O)CCN1S(=O)(=O)c1ccccc1,17.0
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,17.16
CCC(C)NC(=O)c1c(C)nn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,17.32
Cc1cc(C)nc(Nc2cccc(C(F)(F)F)c2)n1,36.31
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,3.0
Nc1ncc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)nc1C(=O)Nc1cccnc1,3.0
NC1(c2ccc(-c3nc4ccccc4cc3-c3ccccc3)cc2)CCC1,13.49
CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,23.99
O=C(O)CN1C(=O)C(=O)c2ccccc21,26.92
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4ccccn4)cc3)c2s1,3.0
CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,3.0
COc1ccnc(CCc2nc3c(C)ccnc3[nH]2)c1,3.0
O=C(O)COc1ccc(Cl)cc1CN1CCN(S(=O)(=O)c2ccc(F)cc2)CC1,3.0
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCCNC(=O)Nc2ccccc2)[C@@H](O)[C@H]1O,28.18
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)cnc12,42.0
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,34.67
O=C(CCOCCc1ccccc1)NCCNCCc1ccc(O)c2nc(O)sc12,71.99
COc1ccccc1C(=O)Nc1ccc(Cc2ccncc2)cc1,103.2
CNCCC=C1c2ccccc2CCc2ccccc21,144.0
C[C@@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,7.48
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,9.77
O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,79.99
C[C@@H](NCc1ccccc1-c1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1)c1ccccc1,108.0
CC(=O)Nc1ccc(O)cc1,6.31
c1ccc(Nc2[nH]nnc2-c2ccccc2)cc1,111.0
Cc1cccc([C@H](C)c2c[nH]c(=S)[nH]2)c1C,25.7
Cc1cc(CCC[N+]23CCC(CC2)[C@@H](OC(=O)[C@](C)(c2ccccc2)N2CCCCC2)C3)ccn1,36.08
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc([S+](C)[O-])cc2)cc1,14.79
COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,14.13
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,69.18
Cc1ccc(C(NC(=O)c2ccccc2O)C(=O)Nc2c(C)cccc2C)s1,70.0
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,80.0
CCn1c(C)c(C(=O)O)c(-c2cccc(N3CCN(c4ccc(NS(=O)(=O)c5ccc(N[C@H](CCN6CCC(O)CC6)CSc6ccccc6)c(S(=O)(=O)C(F)(F)F)c5)cc4)CC3)c2)c1-c1ccc(Cl)cc1,17.38
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,17.38
Nc1ccc2c(-c3ccncc3)c(-c3ccc(F)cc3)[nH]c2n1,117.49
Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2cscn2)cc1,20.0
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,7.41
CC(C)NCC(O)COc1cccc2[nH]ccc12,7.59
CCOc1ccc(CCNCCCSCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,8.0
COc1cc2cc(-c3ccc(O)cc3O)nc(C)c2cc1OC,150.0
O=C(O)CCCCCCc1ccc(Cc2ccc3ccccc3n2)cc1,150.0
CCCCn1c(SCC(=O)Nc2cc(C)on2)nnc1-c1ccco1,150.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(C)C)cc1C21N=C(C)C(N)=N1,7.24
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(C(=O)O)cc2)cc1,10.72
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc2nonc12,150.0
CN(C)CCCN1c2ccccc2CCc2ccccc21,5.62
C#CC[C@@H](C(=O)N[C@H](/C=C/C(=O)OCC)C[C@@H]1CCNC1=O)n1cccc(NC(=O)c2cc(C)on2)c1=O,150.0
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,150.0
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,150.0
CC(C)CCOc1ccc(N)cc1,150.0
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,3.0
O=C(c1ccccc1)N1CCC2(CCN(Cc3cccc(Cl)c3)CC2)CC1,3.0
O=C(NCC1(O)CCCCCC1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,3.0
O=C(Cc1ccc(F)c(C(F)(F)F)c1)Nc1cccc2c(=O)n([C@@H]3CNC[C@H]3O)ccc12,3.0
CNc1ncnc2c(CNc3cc(NC(=O)c4ccc5c(c4)OCCO5)ccc3C)cccc12,41.69
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,16.6
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)NCc1ccccc1,18.2
CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(N)nn3c2)c1,20.0
Cc1ccc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC2CC2)nc1,21.0
Clc1cccc(-n2nnnc2NCc2ccccc2Oc2ccccn2)c1Cl,150.0
O=C(c1ccccc1)N1CCN(Cc2ccccc2)CC1,150.0
NC1(c2ccc(-c3ncc4cnccc4c3-c3ccccc3)cc2)CCC1,150.0
NC1(c2ccc(-c3ncc4nccn4c3-c3ccccc3)cc2)CCC1,16.22
Oc1nc2c(O)ccc(CCNCCCCCCOCCc3ccccc3)c2s1,88.0
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,91.2
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C(F)(F)F)nn2-c2ccccc2)cc1,18.84
C[C@H](CO)Nc1nc(SCc2ccccc2F)nc2nc(N)sc12,19.0
C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)C[C@@H](C)N1C(=O)Cc1ccccc1,20.0
C[C@@](C(=O)O[C@H]1C[N+]2(CC(=O)Nc3cccc(F)c3)CCC1CC2)(c1ccccc1)N1CCCCC1,67.0
Oc1nc2c(O)ccc(CCNCCOCCCOCCc3ccccc3)c2s1,150.0
O=C(c1ccc(O)cc1O)N1CCCC1,150.0
c1ccc(Oc2nccc3ccccc23)cc1,150.0
CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,150.0
Cc1ccc(-c2cccc(-c3nn[nH]n3)c2)cc1,52.48
C[C@H]1CN(Cc2nnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)C[C@@H](C)O1,54.95
Cc1cc(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)n[nH]1,57.0
Cc1nn(C)c(C)c1-c1cccc2c(CCCOc3cccc4ccccc34)c(C(=O)O)[nH]c12,61.66
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@H](C)C(C)(C)C)c(C)nn2-c2ccccc2)cc1,8.0
CC(C)(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,5.88
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,7.59
Cc1cc(=O)n(-c2ccccc2)n1C,4.47
COc1ccc2ncc(C#N)c(CCN3CCC(NCc4cc5c(cn4)OCS5)CC3)c2c1,72.44
Clc1ccccc1CN1CCc2sccc2C1,150.0
COc1ccc2nc(C)cc(OCC(=O)Nc3ccccc3OC)c2c1,150.0
N[C@@H]1CCCN(c2ccccc2/C=C2\SC(=O)NC2=O)C1,5.13
Cc1cn([C@H]2CCCN([C@H](CC(C)C)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O,9.12
CC(=O)c1cn(Cc2ccccc2)c(=O)n(Cc2ccc(F)cc2)c1=O,150.0
CNc1nc(C)c(-c2nc(Nc3cccc(N4CCCCC4)c3)ncc2C#N)s1,150.0
O=C(CSc1nc2c(c(=O)n1-c1ccccc1)SCC2)Nc1ccc(-c2ccccc2)cn1,150.0
CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,150.0
COc1ccc(N(C(=O)c2ccccc2)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1,150.0
COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)C[C@H]2c2ccc(OC)cc2)cc1,21.88
N#Cc1cccc(-c2cccc(C(=O)O)c2)c1,8.13
CCOc1ccc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccc(C)cn5)ccc43)cc2)cn1,6.92
Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O,10.0
CNCCCN1c2ccccc2CCc2ccccc21,150.0
O=C(Nc1cc(-c2ccncc2)c[nH]c1=O)[C@H](Cc1ccccc1)NC1(c2ccccn2)CC1,150.0
COc1ccccc1C(=O)/C=C/c1ccccc1C(F)(F)F,150.0
COc1ccc(N(C(=O)c2ccco2)C(C(=O)NC2CCCC2)c2ccccc2F)c(OC)c1,150.0
Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,35.48
C[C@H]1C[C@@H](NS(=O)(=O)c2cc(Br)ccc2Br)CN1C#N,39.0
